timestamp_start,timestamp_end,label,sequence_id
2025-12-12 12:46:49.330811,2025-12-12 12:52:52.210811,WARNING,43
2025-12-12 12:47:41.170811,2025-12-12 12:54:18.610811,WARNING,44
2025-12-12 12:48:50.290811,2025-12-12 12:55:27.730811,CRITICAL,45
2025-12-12 12:49:42.130811,2025-12-12 12:56:36.850811,CRITICAL,46
2025-12-12 12:51:08.530811,2025-12-12 12:57:28.690811,CRITICAL,47
2025-12-12 12:52:34.930811,2025-12-12 12:58:37.810811,CRITICAL,48
2025-12-12 12:53:09.490811,2025-12-12 12:59:46.930811,CRITICAL,49
2025-12-12 12:54:35.890811,2025-12-12 13:00:56.050811,CRITICAL,50
2025-12-12 12:55:45.010811,2025-12-12 13:02:05.170811,WARNING,51
2025-12-12 12:56:36.850811,2025-12-12 13:03:31.570811,WARNING,52
2025-12-12 12:57:45.970811,2025-12-12 13:04:40.690811,WARNING,53
2025-12-12 12:58:37.810811,2025-12-12 13:05:49.810811,WARNING,54
2025-12-12 13:00:04.210811,2025-12-12 13:06:41.650811,WARNING,55
2025-12-12 13:01:13.330811,2025-12-12 13:07:50.770811,WARNING,56
2025-12-12 13:02:22.450811,2025-12-12 13:08:59.890811,WARNING,57
2025-12-12 13:03:31.570811,2025-12-12 13:10:26.290811,WARNING,58
2025-12-12 13:04:57.970811,2025-12-12 13:11:35.410811,WARNING,59
2025-12-12 13:06:07.090811,2025-12-12 13:12:44.530811,CRITICAL,60
2025-12-12 13:06:58.930811,2025-12-12 13:14:10.930811,CRITICAL,61
2025-12-12 13:08:08.050811,2025-12-12 13:15:37.330811,CRITICAL,62
2025-12-12 13:09:17.170811,2025-12-12 13:16:46.450811,CRITICAL,63
2025-12-12 13:10:43.570811,2025-12-12 13:17:55.570811,CRITICAL,64
2025-12-12 13:11:52.690811,2025-12-12 13:18:30.130811,CRITICAL,65
2025-12-12 13:13:01.810811,2025-12-12 13:19:56.530811,CRITICAL,66
2025-12-12 13:14:28.210811,2025-12-12 13:21:22.930811,CRITICAL,67
2025-12-12 13:15:37.330811,2025-12-12 13:22:14.770811,CRITICAL,68
2025-12-12 13:17:03.730811,2025-12-12 13:23:06.610811,CRITICAL,69
2025-12-12 13:17:55.570811,2025-12-12 13:23:41.170811,CRITICAL,70
2025-12-12 13:18:47.410811,2025-12-12 13:25:07.570811,CRITICAL,71
2025-12-12 13:20:13.810811,2025-12-12 13:26:16.690811,CRITICAL,72
2025-12-12 13:21:40.210811,2025-12-12 13:27:43.090811,CRITICAL,73
2025-12-12 13:22:14.770811,2025-12-12 13:29:09.490811,CRITICAL,74
2025-12-12 13:23:06.610811,2025-12-12 13:30:01.330811,CRITICAL,75
2025-12-12 13:23:58.450811,2025-12-12 13:31:27.730811,CRITICAL,76
2025-12-12 13:25:07.570811,2025-12-12 13:32:54.130811,CRITICAL,77
2025-12-12 13:26:33.970811,2025-12-12 13:34:20.530811,WARNING,78
2025-12-12 13:28:00.370811,2025-12-12 13:35:29.650811,WARNING,79
2025-12-12 13:29:26.770811,2025-12-12 13:36:38.770811,WARNING,80
2025-12-12 13:30:18.610811,2025-12-12 13:38:05.170811,WARNING,81
2025-12-12 13:31:45.010811,2025-12-12 13:39:31.570811,WARNING,82
2025-12-12 13:33:11.410811,2025-12-12 13:40:40.690811,CRITICAL,83
2025-12-12 13:34:37.810811,2025-12-12 13:42:07.090811,CRITICAL,84
2025-12-12 13:35:46.930811,2025-12-12 13:43:16.210811,CRITICAL,85
2025-12-12 13:36:56.050811,2025-12-12 13:44:42.610811,CRITICAL,86
2025-12-12 13:38:22.450811,2025-12-12 13:46:09.010811,CRITICAL,87
2025-12-12 13:39:48.850811,2025-12-12 13:47:18.130811,CRITICAL,88
2025-12-12 13:40:57.970811,2025-12-12 13:48:44.530811,WARNING,89
2025-12-12 13:42:24.370811,2025-12-12 13:50:10.930811,WARNING,90
2025-12-12 13:43:33.490811,2025-12-12 13:51:20.050811,WARNING,91
2025-12-12 13:44:59.890811,2025-12-12 13:52:46.450811,WARNING,92
2025-12-12 13:46:26.290811,2025-12-12 13:53:38.290811,WARNING,93
2025-12-12 13:47:35.410811,2025-12-12 13:54:30.130811,CRITICAL,94
2025-12-12 13:49:01.810811,2025-12-12 13:55:56.530811,CRITICAL,95
2025-12-12 13:50:28.210811,2025-12-12 13:57:22.930811,CRITICAL,96
2025-12-12 13:51:37.330811,2025-12-12 13:58:32.050811,CRITICAL,97
2025-12-12 13:53:03.730811,2025-12-12 13:59:58.450811,CRITICAL,98
2025-12-12 13:53:55.570811,2025-12-12 14:01:24.850811,CRITICAL,99
2025-12-12 13:54:47.410811,2025-12-12 14:02:33.970811,WARNING,100
2025-12-12 13:56:13.810811,2025-12-12 14:03:43.090811,WARNING,101
2025-12-12 13:57:22.930811,2025-12-12 14:04:52.210811,WARNING,102
2025-12-12 13:58:49.330811,2025-12-12 14:06:01.330811,WARNING,103
2025-12-12 14:00:15.730811,2025-12-12 14:07:10.450811,WARNING,104
2025-12-12 14:01:42.130811,2025-12-12 14:08:19.570811,WARNING,105
2025-12-12 14:02:51.250811,2025-12-12 14:09:11.410811,CRITICAL,106
2025-12-12 14:03:43.090811,2025-12-12 14:10:37.810811,CRITICAL,107
2025-12-12 14:05:09.490811,2025-12-12 14:12:04.210811,CRITICAL,108
2025-12-12 14:06:18.610811,2025-12-12 14:13:30.610811,CRITICAL,109
2025-12-12 14:07:27.730811,2025-12-12 14:14:57.010811,CRITICAL,110
2025-12-12 14:08:36.850811,2025-12-12 14:15:48.850811,CRITICAL,111
2025-12-12 14:09:28.690811,2025-12-12 14:17:15.250811,WARNING,112
2025-12-12 14:10:55.090811,2025-12-12 14:18:07.090811,WARNING,113
2025-12-12 14:12:21.490811,2025-12-12 14:18:58.930811,WARNING,114
2025-12-12 14:13:47.890811,2025-12-12 14:20:08.050811,WARNING,115
2025-12-12 14:15:14.290811,2025-12-12 14:21:17.170811,WARNING,116
2025-12-12 14:16:06.130811,2025-12-12 14:22:26.290811,WARNING,117
2025-12-12 14:17:15.250811,2025-12-12 14:23:35.410811,WARNING,118
2025-12-12 14:18:07.090811,2025-12-12 14:25:01.810811,WARNING,119
2025-12-12 14:19:16.210811,2025-12-12 14:26:28.210811,WARNING,120
2025-12-12 14:20:25.330811,2025-12-12 14:27:54.610811,WARNING,121
2025-12-12 14:21:34.450811,2025-12-12 14:29:03.730811,WARNING,122
2025-12-12 14:22:43.570811,2025-12-12 14:29:55.570811,CRITICAL,123
2025-12-12 14:23:52.690811,2025-12-12 14:31:04.690811,CRITICAL,124
2025-12-12 14:25:19.090811,2025-12-12 14:32:31.090811,CRITICAL,125
2025-12-12 14:26:45.490811,2025-12-12 14:33:57.490811,CRITICAL,126
2025-12-12 14:28:11.890811,2025-12-12 14:35:23.890811,CRITICAL,127
2025-12-12 14:29:03.730811,2025-12-12 14:36:50.290811,CRITICAL,128
2025-12-12 14:30:12.850811,2025-12-12 14:38:16.690811,WARNING,129
2025-12-12 14:31:21.970811,2025-12-12 14:39:25.810811,WARNING,130
2025-12-12 14:32:48.370811,2025-12-12 14:40:34.930811,WARNING,131
2025-12-12 14:34:14.770811,2025-12-12 14:42:01.330811,WARNING,132
2025-12-12 14:35:41.170811,2025-12-12 14:42:53.170811,WARNING,133
2025-12-12 14:37:07.570811,2025-12-12 14:44:02.290811,WARNING,134
2025-12-12 14:38:33.970811,2025-12-12 14:45:11.410811,WARNING,135
2025-12-12 14:39:43.090811,2025-12-12 14:46:37.810811,WARNING,136
2025-12-12 14:40:52.210811,2025-12-12 14:47:29.650811,WARNING,137
2025-12-12 14:42:01.330811,2025-12-12 14:48:56.050811,WARNING,138
2025-12-12 14:43:10.450811,2025-12-12 14:50:05.170811,WARNING,139
2025-12-12 14:44:19.570811,2025-12-12 14:51:14.290811,WARNING,140
2025-12-12 14:45:28.690811,2025-12-12 14:51:48.850811,WARNING,141
2025-12-12 14:46:55.090811,2025-12-12 14:52:57.970811,WARNING,142
2025-12-12 14:47:46.930811,2025-12-12 14:54:07.090811,WARNING,143
2025-12-12 14:49:13.330811,2025-12-12 14:55:16.210811,WARNING,144
2025-12-12 14:50:22.450811,2025-12-12 14:56:25.330811,WARNING,145
2025-12-12 14:51:14.290811,2025-12-12 14:57:34.450811,CRITICAL,146
2025-12-12 14:52:06.130811,2025-12-12 14:59:00.850811,CRITICAL,147
2025-12-12 14:53:15.250811,2025-12-12 15:00:09.970811,CRITICAL,148
2025-12-12 14:54:24.370811,2025-12-12 15:01:01.810811,CRITICAL,149
2025-12-12 14:55:33.490811,2025-12-12 15:02:28.210811,CRITICAL,150
2025-12-12 14:56:42.610811,2025-12-12 15:03:54.610811,CRITICAL,151
2025-12-12 14:57:51.730811,2025-12-12 15:05:03.730811,CRITICAL,152
2025-12-12 14:59:18.130811,2025-12-12 15:06:30.130811,CRITICAL,153
2025-12-12 15:00:27.250811,2025-12-12 15:07:21.970811,WARNING,154
2025-12-12 15:01:19.090811,2025-12-12 15:08:31.090811,CRITICAL,155
2025-12-12 15:02:45.490811,2025-12-12 15:09:22.930811,CRITICAL,156
2025-12-12 15:04:11.890811,2025-12-12 15:10:49.330811,CRITICAL,157
2025-12-12 15:05:21.010811,2025-12-12 15:12:15.730811,CRITICAL,158
2025-12-12 15:06:30.130811,2025-12-12 15:13:42.130811,CRITICAL,159
2025-12-12 15:07:39.250811,2025-12-12 15:14:51.250811,CRITICAL,160
2025-12-12 15:08:48.370811,2025-12-12 15:16:17.650811,WARNING,161
2025-12-12 15:09:40.210811,2025-12-12 15:17:26.770811,WARNING,162
2025-12-12 15:11:06.610811,2025-12-12 15:18:53.170811,WARNING,163
2025-12-12 15:12:33.010811,2025-12-12 15:20:19.570811,WARNING,164
2025-12-12 15:13:59.410811,2025-12-12 15:21:28.690811,WARNING,165
2025-12-12 15:15:08.530811,2025-12-12 15:22:55.090811,WARNING,166
2025-12-12 15:16:34.930811,2025-12-12 15:24:21.490811,WARNING,167
2025-12-12 15:17:44.050811,2025-12-12 15:25:30.610811,WARNING,168
2025-12-12 15:19:10.450811,2025-12-12 15:26:57.010811,WARNING,169
2025-12-12 15:20:36.850811,2025-12-12 15:28:06.130811,WARNING,170
2025-12-12 15:21:45.970811,2025-12-12 15:29:15.250811,WARNING,171
2025-12-12 15:23:12.370811,2025-12-12 15:30:07.090811,WARNING,172
2025-12-12 15:24:38.770811,2025-12-12 15:31:16.210811,WARNING,173
2025-12-12 15:25:47.890811,2025-12-12 15:32:08.050811,WARNING,174
2025-12-12 15:27:14.290811,2025-12-12 15:33:34.450811,WARNING,175
2025-12-12 15:28:23.410811,2025-12-12 15:35:00.850811,WARNING,176
2025-12-12 15:29:15.250811,2025-12-12 15:35:52.690811,WARNING,177
2025-12-12 15:30:24.370811,2025-12-12 15:37:19.090811,WARNING,178
2025-12-12 15:31:33.490811,2025-12-12 15:38:28.210811,WARNING,179
2025-12-12 15:32:25.330811,2025-12-12 15:39:54.610811,WARNING,180
2025-12-12 15:33:51.730811,2025-12-12 15:41:03.730811,WARNING,181
2025-12-12 15:35:00.850811,2025-12-12 15:42:30.130811,WARNING,182
2025-12-12 15:36:09.970811,2025-12-12 15:43:56.530811,WARNING,183
2025-12-12 15:37:36.370811,2025-12-12 15:45:22.930811,WARNING,184
2025-12-12 15:38:45.490811,2025-12-12 15:46:49.330811,WARNING,185
2025-12-12 15:40:11.890811,2025-12-12 15:47:58.450811,WARNING,186
2025-12-12 15:41:21.010811,2025-12-12 15:49:24.850811,WARNING,187
2025-12-12 15:42:47.410811,2025-12-12 15:50:16.690811,WARNING,188
2025-12-12 15:44:13.810811,2025-12-12 15:51:25.810811,WARNING,189
2025-12-12 15:45:40.210811,2025-12-12 15:52:52.210811,WARNING,190
2025-12-12 15:47:06.610811,2025-12-12 15:54:01.330811,WARNING,191
2025-12-12 15:48:15.730811,2025-12-12 15:55:27.730811,WARNING,192
2025-12-12 15:49:42.130811,2025-12-12 15:56:36.850811,WARNING,193
2025-12-12 15:50:16.690811,2025-12-12 15:58:03.250811,WARNING,194
2025-12-12 15:51:43.090811,2025-12-12 15:59:12.370811,WARNING,195
2025-12-12 15:53:09.490811,2025-12-12 16:00:38.770811,WARNING,196
2025-12-12 15:54:18.610811,2025-12-12 16:01:47.890811,WARNING,197
2025-12-12 15:55:45.010811,2025-12-12 16:02:39.730811,WARNING,198
2025-12-12 15:56:54.130811,2025-12-12 16:03:31.570811,WARNING,199
2025-12-12 15:58:20.530811,2025-12-12 16:04:57.970811,WARNING,200
2025-12-12 15:59:29.650811,2025-12-12 16:06:24.370811,WARNING,201
2025-12-12 16:00:38.770811,2025-12-12 16:07:16.210811,WARNING,202
2025-12-12 16:01:47.890811,2025-12-12 16:08:42.610811,WARNING,203
2025-12-12 16:02:57.010811,2025-12-12 16:09:51.730811,WARNING,204
2025-12-12 16:03:48.850811,2025-12-12 16:11:18.130811,WARNING,205
2025-12-12 16:05:15.250811,2025-12-12 16:12:44.530811,WARNING,206
2025-12-12 16:06:24.370811,2025-12-12 16:13:53.650811,WARNING,207
2025-12-12 16:07:33.490811,2025-12-12 16:15:02.770811,WARNING,208
2025-12-12 16:08:59.890811,2025-12-12 16:16:29.170811,WARNING,209
2025-12-12 16:10:09.010811,2025-12-12 16:17:38.290811,WARNING,210
2025-12-12 16:11:35.410811,2025-12-12 16:19:04.690811,WARNING,211
2025-12-12 16:13:01.810811,2025-12-12 16:20:31.090811,WARNING,212
2025-12-12 16:14:10.930811,2025-12-12 16:21:40.210811,WARNING,213
2025-12-12 16:15:20.050811,2025-12-12 16:23:06.610811,WARNING,214
2025-12-12 16:16:46.450811,2025-12-12 16:23:58.450811,WARNING,215
2025-12-12 16:17:55.570811,2025-12-12 16:25:24.850811,WARNING,216
2025-12-12 16:19:21.970811,2025-12-12 16:26:16.690811,WARNING,217
2025-12-12 16:20:48.370811,2025-12-12 16:27:25.810811,WARNING,218
2025-12-12 16:21:57.490811,2025-12-12 16:28:52.210811,WARNING,219
2025-12-12 16:23:23.890811,2025-12-12 16:29:44.050811,CRITICAL,220
2025-12-12 16:24:15.730811,2025-12-12 16:30:53.170811,CRITICAL,221
2025-12-12 16:25:42.130811,2025-12-12 16:32:19.570811,CRITICAL,222
2025-12-12 16:26:33.970811,2025-12-12 16:33:11.410811,CRITICAL,223
2025-12-12 16:27:43.090811,2025-12-12 16:34:37.810811,CRITICAL,224
2025-12-12 16:28:52.210811,2025-12-12 16:36:04.210811,CRITICAL,225
2025-12-12 16:30:01.330811,2025-12-12 16:37:13.330811,WARNING,226
2025-12-12 16:31:10.450811,2025-12-12 16:38:22.450811,WARNING,227
2025-12-12 16:32:36.850811,2025-12-12 16:39:48.850811,WARNING,228
2025-12-12 16:33:28.690811,2025-12-12 16:40:40.690811,WARNING,229
2025-12-12 16:34:55.090811,2025-12-12 16:41:49.810811,WARNING,230
2025-12-12 16:36:21.490811,2025-12-12 16:42:58.930811,CRITICAL,231
2025-12-12 16:37:30.610811,2025-12-12 16:44:08.050811,CRITICAL,232
2025-12-12 16:38:39.730811,2025-12-12 16:44:59.890811,CRITICAL,233
2025-12-12 16:40:06.130811,2025-12-12 16:46:09.010811,CRITICAL,234
2025-12-12 16:40:57.970811,2025-12-12 16:47:35.410811,CRITICAL,235
2025-12-12 16:42:07.090811,2025-12-12 16:49:01.810811,CRITICAL,236
2025-12-12 16:43:16.210811,2025-12-12 16:50:10.930811,WARNING,237
2025-12-12 16:44:25.330811,2025-12-12 16:51:37.330811,WARNING,238
2025-12-12 16:45:17.170811,2025-12-12 16:52:29.170811,WARNING,239
2025-12-12 16:46:26.290811,2025-12-12 16:53:38.290811,WARNING,240
2025-12-12 16:47:52.690811,2025-12-12 16:55:04.690811,WARNING,241
2025-12-12 16:49:19.090811,2025-12-12 16:55:56.530811,WARNING,242
2025-12-12 16:50:28.210811,2025-12-12 16:57:22.930811,WARNING,243
2025-12-12 16:51:54.610811,2025-12-12 16:58:49.330811,WARNING,244
2025-12-12 16:52:46.450811,2025-12-12 16:59:58.450811,WARNING,245
2025-12-12 16:53:55.570811,2025-12-12 17:01:24.850811,WARNING,246
2025-12-12 16:55:04.690811,2025-12-12 17:02:33.970811,WARNING,247
2025-12-12 16:56:13.810811,2025-12-12 17:03:43.090811,WARNING,248
2025-12-12 16:57:40.210811,2025-12-12 17:04:17.650811,WARNING,249
2025-12-12 16:59:06.610811,2025-12-12 17:05:44.050811,WARNING,250
2025-12-12 17:00:15.730811,2025-12-12 17:07:10.450811,WARNING,251
2025-12-12 17:01:42.130811,2025-12-12 17:08:02.290811,WARNING,252
2025-12-12 17:02:51.250811,2025-12-12 17:09:28.690811,WARNING,253
2025-12-12 17:03:43.090811,2025-12-12 17:10:55.090811,WARNING,254
2025-12-12 17:04:34.930811,2025-12-12 17:12:04.210811,WARNING,255
2025-12-12 17:06:01.330811,2025-12-12 17:13:13.330811,WARNING,256
2025-12-12 17:07:10.450811,2025-12-12 17:14:05.170811,WARNING,257
2025-12-12 17:08:19.570811,2025-12-12 17:15:31.570811,WARNING,258
2025-12-12 17:09:45.970811,2025-12-12 17:16:06.130811,CRITICAL,259
2025-12-12 17:11:12.370811,2025-12-12 17:17:15.250811,CRITICAL,260
2025-12-12 17:12:21.490811,2025-12-12 17:18:41.650811,CRITICAL,261
2025-12-12 17:13:30.610811,2025-12-12 17:19:50.770811,CRITICAL,262
2025-12-12 17:14:22.450811,2025-12-12 17:20:59.890811,CRITICAL,263
2025-12-12 17:15:31.570811,2025-12-12 17:22:09.010811,CRITICAL,264
2025-12-12 17:16:06.130811,2025-12-12 17:23:35.410811,WARNING,265
2025-12-12 17:17:32.530811,2025-12-12 17:24:27.250811,WARNING,266
2025-12-12 17:18:58.930811,2025-12-12 17:25:36.370811,WARNING,267
2025-12-12 17:20:08.050811,2025-12-12 17:26:28.210811,WARNING,268
2025-12-12 17:20:59.890811,2025-12-12 17:27:37.330811,WARNING,269
2025-12-12 17:22:26.290811,2025-12-12 17:28:29.170811,WARNING,270
2025-12-12 17:23:52.690811,2025-12-12 17:29:03.730811,WARNING,271
2025-12-12 17:24:44.530811,2025-12-12 17:29:55.570811,WARNING,272
2025-12-12 17:25:36.370811,2025-12-12 17:31:21.970811,WARNING,273
2025-12-12 17:26:45.490811,2025-12-12 17:32:13.810811,WARNING,274
2025-12-12 17:27:37.330811,2025-12-12 17:33:40.210811,WARNING,275
2025-12-12 17:28:29.170811,2025-12-12 17:35:06.610811,WARNING,276
2025-12-12 17:29:03.730811,2025-12-12 17:36:33.010811,WARNING,277
2025-12-12 17:30:12.850811,2025-12-12 17:37:42.130811,WARNING,278
2025-12-12 17:31:21.970811,2025-12-12 17:39:08.530811,WARNING,279
2025-12-12 17:32:31.090811,2025-12-12 17:40:17.650811,WARNING,280
2025-12-12 17:33:57.490811,2025-12-12 17:41:44.050811,WARNING,281
2025-12-12 17:35:23.890811,2025-12-12 17:43:10.450811,WARNING,282
2025-12-12 17:36:50.290811,2025-12-12 17:44:02.290811,CRITICAL,283
2025-12-12 17:37:59.410811,2025-12-12 17:45:11.410811,CRITICAL,284
2025-12-12 17:39:25.810811,2025-12-12 17:46:37.810811,CRITICAL,285
2025-12-12 17:40:34.930811,2025-12-12 17:47:29.650811,CRITICAL,286
2025-12-12 17:42:01.330811,2025-12-12 17:48:38.770811,CRITICAL,287
2025-12-12 17:43:27.730811,2025-12-12 17:49:30.610811,CRITICAL,288
2025-12-12 17:44:19.570811,2025-12-12 17:50:57.010811,CRITICAL,289
2025-12-12 17:45:28.690811,2025-12-12 17:52:06.130811,WARNING,290
2025-12-12 17:46:37.810811,2025-12-12 17:53:15.250811,WARNING,291
2025-12-12 17:47:46.930811,2025-12-12 17:54:24.370811,WARNING,292
2025-12-12 17:48:56.050811,2025-12-12 17:55:33.490811,WARNING,293
2025-12-12 17:49:47.890811,2025-12-12 17:56:59.890811,WARNING,294
2025-12-12 17:51:14.290811,2025-12-12 17:58:26.290811,WARNING,295
2025-12-12 17:52:23.410811,2025-12-12 17:59:52.690811,WARNING,296
2025-12-12 17:53:32.530811,2025-12-12 18:01:01.810811,WARNING,297
2025-12-12 17:54:41.650811,2025-12-12 18:02:10.930811,WARNING,298
2025-12-12 17:55:50.770811,2025-12-12 18:03:37.330811,WARNING,299
2025-12-12 17:57:17.170811,2025-12-12 18:05:03.730811,WARNING,300
2025-12-12 17:58:43.570811,2025-12-12 18:06:30.130811,WARNING,301
2025-12-12 18:00:09.970811,2025-12-12 18:07:39.250811,WARNING,302
2025-12-12 18:01:01.810811,2025-12-12 18:09:05.650811,WARNING,303
2025-12-12 18:02:28.210811,2025-12-12 18:10:14.770811,WARNING,304
2025-12-12 18:03:54.610811,2025-12-12 18:11:23.890811,WARNING,305
2025-12-12 18:05:21.010811,2025-12-12 18:12:33.010811,WARNING,306
2025-12-12 18:06:47.410811,2025-12-12 18:13:42.130811,WARNING,307
2025-12-12 18:07:56.530811,2025-12-12 18:15:08.530811,WARNING,308
2025-12-12 18:09:22.930811,2025-12-12 18:16:17.650811,WARNING,309
2025-12-12 18:10:32.050811,2025-12-12 18:17:26.770811,WARNING,310
2025-12-12 18:11:23.890811,2025-12-12 18:18:35.890811,WARNING,311
2025-12-12 18:12:50.290811,2025-12-12 18:20:02.290811,WARNING,312
2025-12-12 18:13:59.410811,2025-12-12 18:21:11.410811,WARNING,313
2025-12-12 18:15:08.530811,2025-12-12 18:22:37.810811,WARNING,314
2025-12-12 18:16:34.930811,2025-12-12 18:23:46.930811,CRITICAL,315
2025-12-12 18:17:26.770811,2025-12-12 18:25:13.330811,CRITICAL,316
2025-12-12 18:18:53.170811,2025-12-12 18:26:39.730811,CRITICAL,317
2025-12-12 18:20:02.290811,2025-12-12 18:27:14.290811,CRITICAL,318
2025-12-12 18:21:28.690811,2025-12-12 18:28:06.130811,CRITICAL,319
2025-12-12 18:22:55.090811,2025-12-12 18:29:32.530811,CRITICAL,320
2025-12-12 18:24:04.210811,2025-12-12 18:30:41.650811,CRITICAL,321
2025-12-12 18:25:30.610811,2025-12-12 18:32:08.050811,CRITICAL,322
2025-12-12 18:26:57.010811,2025-12-12 18:32:59.890811,CRITICAL,323
2025-12-12 18:27:31.570811,2025-12-12 18:34:09.010811,WARNING,324
2025-12-12 18:28:23.410811,2025-12-12 18:35:18.130811,WARNING,325
2025-12-12 18:29:49.810811,2025-12-12 18:36:44.530811,WARNING,326
2025-12-12 18:30:58.930811,2025-12-12 18:37:36.370811,WARNING,327
2025-12-12 18:32:08.050811,2025-12-12 18:39:02.770811,WARNING,328
2025-12-12 18:33:17.170811,2025-12-12 18:39:37.330811,WARNING,329
2025-12-12 18:34:09.010811,2025-12-12 18:40:46.450811,WARNING,330
2025-12-12 18:35:35.410811,2025-12-12 18:41:38.290811,WARNING,331
2025-12-12 18:36:44.530811,2025-12-12 18:43:04.690811,WARNING,332
2025-12-12 18:37:53.650811,2025-12-12 18:43:56.530811,WARNING,333
2025-12-12 18:39:20.050811,2025-12-12 18:45:05.650811,WARNING,334
2025-12-12 18:39:54.610811,2025-12-12 18:46:14.770811,WARNING,335
2025-12-12 18:40:46.450811,2025-12-12 18:47:23.890811,WARNING,336
2025-12-12 18:41:55.570811,2025-12-12 18:48:33.010811,WARNING,337
2025-12-12 18:43:21.970811,2025-12-12 18:49:24.850811,WARNING,338
2025-12-12 18:44:13.810811,2025-12-12 18:50:51.250811,WARNING,339
2025-12-12 18:45:22.930811,2025-12-12 18:51:43.090811,CRITICAL,340
2025-12-12 18:46:32.050811,2025-12-12 18:52:34.930811,CRITICAL,341
2025-12-12 18:47:41.170811,2025-12-12 18:53:44.050811,CRITICAL,342
2025-12-12 18:48:50.290811,2025-12-12 18:54:18.610811,CRITICAL,343
2025-12-12 18:49:42.130811,2025-12-12 18:55:10.450811,CRITICAL,344
2025-12-12 18:50:51.250811,2025-12-12 18:56:36.850811,CRITICAL,345
2025-12-12 18:51:43.090811,2025-12-12 18:58:03.250811,WARNING,346
2025-12-12 18:52:52.210811,2025-12-12 18:59:29.650811,WARNING,347
2025-12-12 18:53:44.050811,2025-12-12 19:00:38.770811,CRITICAL,348
2025-12-12 18:54:18.610811,2025-12-12 19:01:47.890811,CRITICAL,349
2025-12-12 18:55:27.730811,2025-12-12 19:02:57.010811,CRITICAL,350
