V_batt,I_batt,T_batt,V_bus,I_bus,V_solar,I_solar,SOC,T_eps,P_batt,P_solar,P_bus,converter_ratio,delta_V_batt,delta_I_batt,delta_T_batt,rolling_std_V_batt,rolling_mean_V_batt
0.8765893792071795,0.6567028985507246,0.7846153846153847,0.8881987577639752,0.22413793103448276,0.9984989319323363,0.4419291338582678,0.8930099857346648,0.8005390835579516,0.6506973390362207,0.443479872517014,0.26777215968762685,0.0020666053553299105,0.41435432230522956,0.2865541643984758,0.7611301369863014,0.16330468037348267,0.9351355611601511
0.8713537771129385,0.4057971014492754,0.7758241758241758,0.8718944099378891,0.2780172413793104,0.8565325327636971,0.2864173228346457,0.8673323823109843,0.7654986522911053,0.39521673691085524,0.24600610479784937,0.31679119740868705,0.008915559170945428,0.376467449306297,0.30854654327708225,0.7577054794520548,0.14759379434160283,0.9534993694829765
0.7733732236350024,0.9833937198067634,0.7758241758241758,0.7026397515527956,0.24353448275862066,0.989550256913573,0.8981299212598427,0.7574893009985735,0.776280323450135,0.9702477186763411,0.9007047834672188,0.26411054333774203,0.0011559164964187463,0.343383137673426,0.6072945019052804,0.7611301369863014,0.15182892227085212,0.9460119798234548
0.9080029917726238,0.9758454106280194,0.7582417582417582,0.8835403726708071,0.2931034482758621,0.9815253160902948,0.9025590551181105,0.9300998573466478,0.7601078167115904,0.9793459610137311,0.8981270676941842,0.33251422871210207,0.002766262686678997,0.4263607257203843,0.39629831246597724,0.7542808219178082,0.14771576353926846,0.9620901639344259
0.7905759162303649,0.6219806763285025,0.7736263736263737,0.7740683229813667,0.2780172413793104,0.9505224871543213,0.4217519685039371,0.7788873038516405,0.7789757412398923,0.6097406432537894,0.40337815246815034,0.30467312109179495,0.0033743963557987117,0.3364461045891144,0.2714207947740882,0.7671232876712328,0.09093070299020144,0.9322194199243388
0.8317127898279715,0.9785628019323672,0.7714285714285715,0.7701863354037277,0.32543103448275856,0.9359736735754285,0.8331692913385829,0.8373751783166906,0.7924528301886793,0.9726554848516061,0.7916091889891691,0.34827528277251,0.004022392055881702,0.3930096051227322,0.5275993467610235,0.7602739726027398,0.08919173723213608,0.9362389659520804
0.8070306656694077,0.9849033816425121,0.7736263736263737,0.7523291925465836,0.3469827586206896,0.8278967727036545,0.9311023622047245,0.8131241084165478,0.8194070080862534,0.9759713077445632,0.7874064976104261,0.36591809053193575,0.009606831981506442,0.3695304162219854,0.4013064779531846,0.761986301369863,0.08980519252045914,0.9331651954602762
1.0,0.8538647342995169,0.7582417582417582,0.9580745341614909,0.36853448275862066,0.843138386929161,0.7111220472440947,1.0,0.8221024258760109,0.8641147059121217,0.6105224740751314,0.41415107609372576,0.010388367398763976,0.44717182497331953,0.35176918889493747,0.7551369863013699,0.11004381031706555,0.9605138713745269
0.9439042632759902,0.9852053140096618,0.7582417582417582,0.9029503105590067,0.37284482758620685,0.9659373015414814,0.8607283464566932,0.9572039942938658,0.8167115902964961,0.9934148305834009,0.8431196999837417,0.4106741062042702,0.0035986392761161445,0.3583244397011739,0.44637996733805124,0.7611301369863014,0.11684143953910038,0.9652427490542239
0.6776364996260273,0.8327294685990339,0.7494505494505495,0.6513975155279503,0.4051724137931034,0.8430229201547254,0.6678149606299214,0.6804564907275321,0.7897574123989219,0.8099091935840135,0.5729032208774262,0.40545678750944975,0.007902192200316863,0.28335112059765233,0.34403919433859564,0.7577054794520548,0.14179430320383574,0.9549180327868854
0.8975317875841426,0.5969202898550725,0.7538461538461538,0.8718944099378891,0.42025862068965525,0.960337162981352,0.41240157480314965,0.877318116975749,0.7547169811320755,0.5911444022655165,0.39819246767845234,0.45118896912601864,0.003631112196371987,0.4567769477054432,0.31399020141535117,0.7628424657534246,0.14325025022670365,0.9571248423707432
0.9536275243081516,0.3759057971014493,0.7120879120879121,0.9968944099378891,0.41163793103448276,0.8375959817562495,0.26919291338582685,0.9900142653352354,0.7196765498652292,0.3668672679545396,0.22597262993231393,0.4610085325054812,0.01103679186694595,0.39834578441835644,0.3193249863908547,0.7448630136986302,0.15172602924800419,0.965794451450189
0.9745699326851147,0.6382850241545894,0.6747252747252748,0.9541925465838519,0.43534482758620696,0.9427862132671323,0.45423228346456707,0.98716119828816,0.6954177897574125,0.6386235671584652,0.43156302226055987,0.47756085753494265,0.005047312154164964,0.38580576307363956,0.4936309199782255,0.7465753424657534,0.15364082841026397,0.9869955863808313
0.8040388930441278,0.526268115942029,0.6505494505494506,0.8315217391304346,0.4331896551724138,0.9071069799665145,0.38188976377952766,0.8145506419400855,0.6981132075471699,0.5143666681154097,0.34864166979167344,0.4574753982821666,0.005890274684993112,0.3175026680896481,0.3586281981491563,0.7517123287671234,0.15665347716712918,0.976040353089533
0.7030665669409117,0.5196256038647342,0.665934065934066,0.7173913043478262,0.4655172413793103,0.9400150106806765,0.3592519685039371,0.6932952924393723,0.7035040431266847,0.5027886937915013,0.33897474071645767,0.47051049403241524,0.0034458514582842437,0.3423159018143012,0.39662493195427334,0.7671232876712328,0.17284149491943088,0.9668190416141238
0.9558713537771117,0.9818840579710144,0.6747252747252748,0.8998447204968949,0.5086206896551724,0.8923272328387505,0.9591535433070869,0.9714693295292439,0.7088948787061995,0.9914902474790385,0.871518015471983,0.5390980803229499,0.007175645617226625,0.4316969050160085,0.42700054436581386,0.8167808219178082,0.17813010080910252,0.9798234552332916
0.8975317875841426,0.9855072463768115,0.6923076923076923,0.8408385093167707,0.5,0.9336643380867155,0.8873031496062994,0.9158345221112697,0.7520215633423182,0.98791621839979,0.8414762936001174,0.5216622853515962,0.004652460520836767,0.9786552828175026,0.7549265106151335,0.836472602739726,0.8091657275724953,0.7868064312736456
0.9491398653702303,0.47342995169082125,0.6835164835164835,0.9736024844720497,0.5280172413793103,0.9574504936204605,0.3267716535433072,0.9700427960057062,0.7520215633423182,0.46716349620181263,0.31320193276123204,0.5693808453776008,0.004495174479771644,0.3967449306296691,0.21437125748503003,0.7577054794520548,0.8188492562361261,0.8154161412358132
0.7853403141361248,0.751207729468599,0.6681318681318682,0.7437888198757765,0.5107758620689655,0.9362046071242999,0.5792322834645671,0.7674750356633381,0.757412398921833,0.7389584202827192,0.5484569828013518,0.5164173815193496,0.003817391041208054,0.31990394877267914,0.4991834512792598,0.7551369863013698,0.8141403920464629,0.8035939470365694
0.9214659685863866,0.4441425120772947,0.6417582417582418,0.9246894409937898,0.5711206896551724,0.8463714566133593,0.35433070866141736,0.9215406562054208,0.7061994609164421,0.4360119375429041,0.3023105419895086,0.602570238966815,0.00992688481723096,0.4268943436499469,0.2882961350027219,0.7508561643835616,0.8117185584560594,0.8002049180327875
0.9715781600598348,0.9882246376811595,0.6571428571428571,0.9301242236024851,0.5732758620689655,0.9687662375151549,0.9498031496062994,1.0,0.7277628032345014,1.0,0.933694063530083,0.6055350199532494,0.0036641071026656744,0.3962113127001069,0.5952095808383235,0.7671232876712328,0.8114570568510633,0.7998896595208072
0.8055347793567691,0.9842995169082125,0.6747252747252748,0.7414596273291929,0.5883620689655173,0.9271404653311008,0.9630905511811026,0.7945791726105566,0.7331536388140163,0.975176632529916,0.9077899258260177,0.5878531953778245,0.004229602886277772,0.7299893276414089,0.5459989112683725,0.928082191780822,0.9169180538023816,0.706967213114754
0.8339566192969325,0.9764492753623188,0.7032967032967034,0.7740683229813667,0.6185344827586208,0.9361468737370819,0.7559055118110238,0.8231098430813125,0.7601078167115904,0.9707981045678865,0.7177146794565672,0.6214658095889913,0.004042771879345715,0.3884738527214512,0.3961894393032119,0.7722602739726028,0.9185381360158362,0.709883354350568
0.9588631264023935,0.9821859903381643,0.6813186813186813,0.9215838509316763,0.6443965517241381,0.8405981178915766,0.9680118110236223,1.0,0.7331536388140163,0.9921745924815003,0.8308327284775848,0.671826329939119,0.01024205803850476,0.422892209178229,0.40108873162765385,0.752568493150685,0.9188283524050463,0.7101986128625466
0.6970830216903501,0.9782608695652175,0.6637362637362638,0.6374223602484479,0.6594827586206895,0.9857398533571964,0.8946850393700789,0.6833095577746078,0.7169811320754718,0.9556457662669525,0.8939034360518788,0.6348925645877415,0.0008598582311818564,0.28495197438633924,0.39760479041916175,0.7542808219178082,0.5260407448034524,0.8664092055485506
0.9326851159311893,0.3743961352657005,0.621978021978022,0.9604037267080745,0.670258620689655,0.8724669476358177,0.2992125984251969,0.9572039942938658,0.6981132075471699,0.3647971531605122,0.26183822667698686,0.7035233924450519,0.008722574974316423,0.4623799359658489,0.18127381600435497,0.7448630136986302,0.5286366218744711,0.8701134930643128
0.8601346297681367,0.870169082125604,0.6329670329670329,0.8447204968944106,0.6896551724137931,0.868310143756134,0.7500000000000002,0.877318116975749,0.7008086253369273,0.8661745505076456,0.6625842354167447,0.7007027500145382,0.008040505693186054,0.45037353255069373,0.5507893304300491,0.6960616438356164,0.5243181839119784,0.8473360655737707
0.6948391922213899,0.4471618357487923,0.6241758241758242,0.7119565217391308,0.6745689655172413,0.8942324346169388,0.3567913385826772,0.6776034236804566,0.6738544474393532,0.4308197196146502,0.32088642394196537,0.662244098147422,0.005631670093963356,0.3193703308431165,0.24648884050081657,0.7577054794520548,0.5159601522020992,0.8234552332912983
0.8332086761406128,0.6832729468599034,0.6483516483516484,0.8307453416149073,0.7155172413793103,0.982795450609087,0.5098425196850395,0.841654778887304,0.6630727762803236,0.6744613132041412,0.5049598171399153,0.7223951056510765,0.002340114643365719,0.4276947705442906,0.48415895481763754,0.7705479452054794,0.5027803829420251,0.8088745271122324
0.7606581899775611,0.851147342995169,0.6197802197802198,0.7150621118012426,0.7543103448275863,0.8819352231395415,0.7125984251968506,0.7503566333808844,0.6549865229110513,0.8366099979935903,0.6386719601199234,0.7362985119433705,0.006291305204594845,0.3524546424759875,0.45955362003266204,0.75,0.15483334373527097,0.9080233291298869
0.7262528047868351,0.3423913043478261,0.6087912087912088,0.7375776397515539,0.75,0.8587841348651923,0.28346456692913397,0.7261055634807417,0.646900269541779,0.3279479786165536,0.24401859216572605,0.7366936503983941,0.007715247427069312,0.3660618996798291,0.21556886227544914,0.7568493150684932,0.15926422769695187,0.8996689785624215
0.9730740463724743,0.9794685990338166,0.6065934065934067,0.9052795031055902,0.7564655172413792,0.84077131805323,0.9030511811023624,0.9757489300998573,0.6711590296495957,0.991138604812883,0.7748304612409526,0.7753642853486142,0.010098904040061571,0.46638207043756685,0.6287425149700601,0.7602739726027398,0.18080755085463962,0.9143284993694838
0.832460732984293,0.6482487922705314,0.6,0.8105590062111805,0.8060344827586208,0.9342416719588937,0.517716535433071,0.8245363766048502,0.6522911051212938,0.6390185232704837,0.4885244149113304,0.8032841721451744,0.0044017027129731046,0.4316969050160087,0.5211758301578662,0.6095890410958904,0.16547285104511064,0.8995113493064331
0.7703814510097224,0.32910628019323673,0.6043956043956045,0.8074534161490687,0.8211206896551724,0.8935396339703249,0.2741141732283465,0.7774607703281028,0.6630727762803236,0.315513298567471,0.24488347245224684,0.8167658489040253,0.006401337294329186,0.3561899679829244,0.28394120849210674,0.7628424657534246,0.1481411509714522,0.8824085750315254
0.8092744951383688,0.9719202898550724,0.589010989010989,0.7670807453416142,0.8081896551724139,0.9255239304890017,0.7888779527559057,0.8131241084165478,0.6280323450134772,0.963184426866363,0.7411568444422548,0.796491518440043,0.00449750564561037,0.3922091782283885,0.6308111050626022,0.7551369863013698,0.133293541037593,0.8983291298865073
0.7292445774121159,0.49486714975845414,0.567032967032967,0.7383540372670812,0.8211206896551724,0.8523179954967958,0.42864173228346464,0.7232524964336663,0.633423180592992,0.47946511020071836,0.36943030465462473,0.8026325664665128,0.008081810792828707,0.3497865528281754,0.22700054436581388,0.752568493150685,0.13150996087505024,0.8845365699873895
0.9207180254300669,0.9767512077294686,0.5802197802197803,0.8928571428571432,0.8491379310344829,0.993937994342128,0.9069881889763781,0.9415121255349502,0.646900269541779,0.9818469031928112,0.913532995261004,0.8607934678394575,0.0022933853956659325,0.4466382070437569,0.5727817093086556,0.7662671232876712,0.13817521349413098,0.9083385876418673
0.7456993268511587,0.7433574879227053,0.5626373626373626,0.729037267080745,0.8254310344827587,0.9003521736620287,0.6151574803149608,0.7503566333808844,0.646900269541779,0.7277036967356248,0.5614810181250948,0.8047081616717686,0.005452015496513439,0.31590181430096076,0.3148611867174742,0.7542808219178082,0.13981457547777842,0.8991172761664563
0.6963350785340303,0.4217995169082126,0.5846153846153846,0.7391304347826084,0.8275862068965518,0.8851682928237399,0.34694881889763785,0.6904422253922968,0.6361185983827494,0.4058187074791455,0.30883512102120014,0.8087728689487279,0.006309261107348613,0.3607257203842049,0.28307022318998376,0.7696917808219178,0.1472189073630872,0.8923392181588907
0.9065071054599843,0.356280193236715,0.5648351648351648,0.9309006211180124,0.8620689655172415,0.8576294671208359,0.2992125984251969,0.9172610556348074,0.6280323450134772,0.3456294649315885,0.25758163712318927,0.8810643190969172,0.009325196675670971,0.4533084311632874,0.37539466521502457,0.7534246575342466,0.15308435681007085,0.9113335435056751
0.7890800299177263,0.7880434782608696,0.5604395604395604,0.7399068322981366,0.8965517241379313,0.9429016800415679,0.6343503937007875,0.7874465049928675,0.6361185983827494,0.7762358918729687,0.6053987735809048,0.8727430511547736,0.003476789644024793,0.3364461045891144,0.5547087642896027,0.7594178082191781,0.12413864566381737,0.8919451450189166
0.8466716529543747,0.6856884057971014,0.5560439560439561,0.8338509316770182,0.8814655172413794,0.9794469141504529,0.5447834645669293,0.8516405135520685,0.646900269541779,0.6779234864257744,0.5382725699026291,0.8788413546439704,0.002507661189591351,0.398879402347919,0.3621121393576484,0.7594178082191781,0.1127136371952527,0.909205548549811
0.7180254300673141,0.9752415458937198,0.5516483516483517,0.679347826086957,0.9181034482758623,0.9811789157669879,0.8326771653543309,0.7203994293865906,0.6549865229110513,0.9552506613114775,0.8277726895632697,0.8794251157954487,0.0013460560004550717,0.33244397011739596,0.5034295046271096,0.7594178082191781,0.11881596037723798,0.8971469104665823
0.8698578908002981,0.9646739130434783,0.5560439560439561,0.8090062111801242,0.9310344827586206,0.9497719531204895,0.7750984251968506,0.8830242510699001,0.6495956873315365,0.9632722817166057,0.746377578381484,0.919909659917503,0.003662202635628553,0.4324973319103522,0.3952095808383234,0.7628424657534246,0.12351583128666768,0.9076292559899111
0.8332086761406128,0.7602657004830918,0.5472527472527473,0.8136645962732922,0.9181034482758623,0.853183996305063,0.6870078740157481,0.8373751783166906,0.6603773584905661,0.7522597413577023,0.596322103412948,0.908832363380258,0.008638494232727854,0.36526147278548593,0.32531301034295057,0.7577054794520548,0.12436706425009474,0.9101513240857511
0.9820493642483159,0.9740338164251208,0.5560439560439561,0.895962732919255,0.9461206896551724,0.9533514231279948,0.9507874015748033,0.978601997146933,0.646900269541779,0.9866290946090687,0.9203895513605695,0.9534231167427865,0.004126015756665727,0.43143009605122745,0.4761023407729995,0.764554794520548,0.14285620503069038,0.9367906683480456
0.7935676888556467,0.3100845410628019,0.5428571428571429,0.8043478260869561,0.9008620689655173,0.9657641013798279,0.2657480314960631,0.7788873038516405,0.6118598382749327,0.29681357416601517,0.2555646240931312,0.8906748815702952,0.0029027347932477007,0.3110992529348991,0.1596080566140447,0.7559931506849316,0.1350568630077954,0.9233921815889019
0.27225130890052274,0.016908212560386493,0.4285714285714286,0.2663043478260869,0.913793103448276,0.007216673402228507,0.04576771653543308,0.2139800285306705,0.45013477088948795,0.020380167026173207,0.0018106775435581884,0.7853086031333734,0.8288892450685664,0.19236926360725717,0.2933043004899293,0.716609589041096,0.29787042886709036,0.8735025220680965
0.17875841436050788,0.019021739130434756,0.27912087912087913,0.14673913043478315,0.9008620689655173,0.0020206685526239845,0.057086614173228356,0.10699001426533522,0.2803234501347709,0.025497330641449767,0.002081869292436302,0.7483822932245436,0.9156540995046946,0.6040554962646747,0.42123026673924885,0.6078767123287672,0.6877940965291395,0.6755989911727625
0.5130890052356012,0.009359903381642526,0.15384615384615385,0.5225155279503104,0.9633620689655171,0.0030021361353270576,0.06397637795275593,0.47503566333808844,0.13746630727762799,0.004883516599319959,0.0024226016768996526,0.8855027925602637,0.956313755868135,0.4975987193169692,0.39553620032661957,0.7123287671232876,0.6791659101939589,0.6465163934426217
0.4510097232610315,0.009359903381642526,0.14725274725274723,0.4371118012422368,0.9504310344827587,0.0028866693608914015,0.02903543307086615,0.40513552068473613,0.12129380053908356,0.007091795331911982,0.0009372928890127275,0.8548475038929837,0.9447678092992037,0.3561899679829244,0.39902014153511167,0.7585616438356164,0.6617331791435912,0.6048234552332898
0.47718773373223566,0.017814009661835717,0.15604395604395604,0.48602484472049756,0.9655172413793103,0.006177472432307603,0.028543307086614178,0.45078459343794575,0.11051212938005389,0.014207219562555023,0.0009863951581649338,0.87918107430939,0.8823750610425848,0.387673425827108,0.40206859009254226,0.764554794520548,0.6527635047357667,0.5794451450189149
0.3799551234106202,0.0024154589371980784,0.13186813186813184,0.3641304347826093,0.9439655172413792,0.007389873563881988,0.036417322834645674,0.31669044222539233,0.11859838274932616,0.003120875175709692,0.0013802171056412293,0.8328971899442978,0.8404694932792433,0.34364994663820725,0.3934676102340774,0.7517123287671234,0.6211321625068118,0.5278215636822186
0.46821241585639495,0.015096618357487934,0.10989010989010989,0.46350931677018714,0.9353448275862069,0.004560937590208418,0.018208661417322837,0.4194008559201141,0.12668463611859843,0.011931589165863399,0.000497658886898681,0.8474144276730122,0.9121210543068707,0.4727854855923161,0.5207403375068047,0.06763698630136983,0.5011737733012268,0.40731399747793073
0.1967090501121911,0.025966183574879204,0.10769230769230764,0.1770186335403734,0.959051724137931,0.009468275503723804,0.0487204724409449,0.10699001426533522,0.12938005390835583,0.031176155040107317,0.0020406300783101733,0.8039096837749193,0.7765433624861892,0.28148345784418366,0.4029395753946653,0.7602739726027398,0.4358486772308312,0.34441992433795576
0.263275991024682,0.009661835748792286,0.11208791208791202,0.2461180124223601,0.9978448275862069,0.006870273078921539,0.035925196850393706,0.19828815977175468,0.12129380053908356,0.014046580262047803,0.001342407521898815,0.8525069919625359,0.8322163646818982,0.4020811099252938,0.39314099074578124,0.7628424657534246,0.4358510871481567,0.34347414880201743
0.10695587135377682,0.006340579710144928,0.13626373626373622,0.09704968944099424,0.9461206896551724,0.008486807921020724,0.014763779527559058,0.019971469329529284,0.12129380053908356,0.01664084728839965,0.00037653437968846864,0.7751851062127195,0.7812471806616403,0.322572038420491,0.39782253674469253,0.7705479452054795,0.22946284528580457,0.40258511979823464
0.27748691099476375,0.020531400966183555,0.10769230769230764,0.2810559006211184,0.9224137931034484,0.008255874372149412,0.05216535433070867,0.2211126961483595,0.10242587601078168,0.02352976898900161,0.0021548116752314024,0.7959176978786284,0.8124109460704088,0.43916755602988294,0.40413718018508443,0.75,0.21787452782703234,0.4129886506935687
0.49738219895287905,0.014190821256038655,0.10109890109890107,0.520962732919255,0.9698275862068966,0.011200277120258645,0.030019685039370088,0.4793152639087018,0.12938005390835583,0.010056384878219277,0.0011676636713724823,0.8909243903808886,0.7969908401410732,0.45677694770544297,0.39673380511703876,0.7585616438356164,0.2146111121502362,0.41133354350567597
0.5362752430815245,0.018719806763284996,0.09230769230769231,0.5232919254658386,0.9612068965517242,0.0076785404999711315,0.018208661417322837,0.4978601997146933,0.09433962264150941,0.013058631819039684,0.0005322897888220429,0.8837532487090902,0.8590021980197768,0.3922091782283885,0.40065323897659233,0.7577054794520548,0.2303247495712387,0.42031841109709944
0.21316379955123388,0.021135265700483075,0.09670329670329669,0.22360248447204967,0.9482758620689655,0.012354944864615205,0.048228346456692925,0.16405135520684738,0.0889487870619946,0.026247948192951093,0.0021337319957997905,0.805247935712216,0.7379761841330431,0.26307363927427996,0.3998911268372347,0.7628424657534246,0.22497485587446225,0.39249684741488
0.3747195213163792,0.019323671497584516,0.10549450549450551,0.38198757763975166,0.9310344827586206,0.007736273887188956,0.062007874015748046,0.3138373751783168,0.09703504043126682,0.019120876961831124,0.002595142756691732,0.8255983116901835,0.8367702295462305,0.43596584845250824,0.3983669025585194,0.764554794520548,0.22459029159379734,0.39194514501891575
0.1892296185489899,0.014190821256038655,0.08571428571428569,0.17391304347826075,0.9116379310344829,0.00519600484960453,0.03198818897637796,0.12410841654778887,0.09973045822102428,0.020772667221158142,0.001119146948871154,0.7633267278112363,0.8530205675219644,0.3639274279615796,0.5164942841589549,0.07962328767123283,0.2127675753367062,0.3653058007566212
0.28646222887060535,0.013888888888888895,0.08791208791208793,0.29425465838509357,0.9698275862068966,0.010911610184169508,0.057578740157480324,0.23823109843081314,0.09703504043126682,0.01711342526302126,0.002544562679325402,0.8395474446967699,0.769902608556804,0.41302027748132353,0.3989112683723463,0.761986301369863,0.2070379475289398,0.3747635561160143
0.4308152580403881,0.018719806763284996,0.08351648351648355,0.4472049689441002,0.9267241379310345,0.003290803071416201,0.03198818897637796,0.3937232524964337,0.07816711590296493,0.0166473964004889,0.0010722195672793495,0.8362014420814003,0.937271446500814,0.4298292422625401,0.4007621121393577,0.7594178082191781,0.2155593192275716,0.3924180327868845
0.3380703066566939,0.017814009661835717,0.09670329670329669,0.350155279503106,0.9461206896551724,0.008140407597713756,0.043307086614173235,0.29386590584878747,0.09164420485175201,0.018962098204531125,0.0017290913768691733,0.8316531250978527,0.8247052394236214,0.3999466382070438,0.4018508437670115,0.752568493150685,0.18444449639693777,0.4167717528373265
0.40089753178758425,0.021739130434782594,0.09230769230769231,0.40295031055900665,0.9267241379310345,0.0047341377518619054,0.002952755905511812,0.36661911554921545,0.08086253369272234,0.020501325599824205,0.0,0.8264556875831592,0.8987782670097325,0.4007470651013877,0.4004354926510616,0.7594178082191781,0.16778000342856425,0.4066046658259763
0.4674644727000743,0.026871980676328483,0.08791208791208793,0.4937888198757765,0.9159482758620692,0.00917960856763466,0.0329724409448819,0.4436519258202568,0.07816711590296493,0.023146422666595973,0.0012650038312875032,0.8368836150745074,0.8273481584977325,0.40208110992529356,0.4008709853021231,0.7594178082191781,0.14756359523252457,0.399353720050442
0.4727000747943144,0.020531400966183555,0.06153846153846154,0.48447204968944124,0.8814655172413794,0.005138271462386698,0.05462598425196852,0.4393723252496434,0.07008086253369267,0.01694500889190806,0.0021258689407737136,0.8042496519550906,0.9032987496348648,0.3802027748132338,0.3967338051170387,0.7508561643835616,0.1517077597658257,0.42670239596469095
0.18623784592370907,0.03079710144927536,0.059340659340659296,0.1979813664596275,0.9051724137931036,0.011084810345822989,0.04379921259842521,0.13409415121255353,0.05929919137466305,0.03588645506683963,0.0018591106165379626,0.7631112655216101,0.7536944071891133,0.27614727854855947,0.40272182906913456,0.7602739726027398,0.1691247207934474,0.406841109709962
0.1346297681376205,0.03109903381642512,0.050549450549450536,0.12422360248447273,0.8362068965517242,0.007967207436060268,0.05118110236220474,0.05563480741797433,0.07277628032345013,0.037810293953919216,0.002095420514928052,0.689600104972631,0.7941681190017904,0.35992529348986146,0.39912901469787704,0.7577054794520548,0.1886525550711632,0.3968316519546029
0.5220643231114428,0.027173913043478243,0.043956043956043966,0.520962732919255,0.8879310344827587,0.012874545349575661,0.05462598425196852,0.4864479315263909,0.07816711590296493,0.021651364567041143,0.002488294434493405,0.8178123445229586,0.7705437134632923,0.5165421558164358,0.39760479041916175,0.7585616438356164,0.1979059886881463,0.43190416141235755
0.40987284966342497,0.03925120772946861,0.059340659340659296,0.4045031055900621,0.8232758620689655,0.002828935973673577,0.04773622047244096,0.3509272467902995,0.07547169811320753,0.03667413463902783,0.0017264703585271476,0.7362348921669641,0.9406542842406169,0.33831376734258284,0.4033750680457268,0.7671232876712328,0.19632459509265673,0.44490857503152714
0.09798055347793522,0.024456521739130432,0.06373626373626368,0.09316770186335432,0.8405172413793105,0.004907337913515386,0.03543307086614174,0.019971469329529284,0.07277628032345013,0.03307539754598812,0.0012646692332012872,0.6867526229489456,0.8459017334286858,0.6929028815368199,0.42645617855198703,0.6446917808219178,0.6212495674479599,0.2847134650413343
0.15931189229618514,0.03774154589371981,0.057142857142857106,0.12965838509316807,0.7952586206896552,0.00958374227815946,0.04527559055118111,0.06990014265335237,0.04312668463611857,0.04299514413107272,0.0018769279646289677,0.6565476430115416,0.7678211955979957,0.4002134471718251,0.40381056069678833,0.7585616438356164,0.6118780461666775,0.2564277707720324
