timestamp,V_batt,I_batt,T_batt,V_solar,I_solar,V_bus,I_bus,T_eps,SOC,anomaly_type,orbit_sunlight,P_batt,P_solar,P_bus,converter_ratio,charge_efficiency,delta_V_batt,delta_I_batt,delta_T_batt,delta_V_bus,delta_I_bus,delta_SOC,rolling_std_V_batt,rolling_mean_V_batt,rolling_std_I_batt,rolling_mean_I_batt,rolling_std_T_batt,rolling_mean_T_batt,V_batt_V_bus_ratio,power_balance
2025-12-12 11:57:51.730811,7.372,-0.456,-9.3,0.898,0.134,7.328,0.43,-9.4,23.7,normal,False,-3.361632,0.12033200000000001,3.15104,8.160356347438753,0.0,-0.2789999999999999,-0.04800000000000004,1.299999999999999,-0.33999999999999986,0.008000000000000007,-19.900000000000002,0.37409905105466407,7.5169,0.27988719950087826,-0.30579999999999996,4.681891830351392,-9.23,1.006004366812227,0.330924
2025-12-12 11:58:09.010811,7.591,-0.417,-8.9,0.933,0.064,7.599,0.429,-9.0,38.5,normal,False,-3.165447,0.059712,3.259971,8.144694533762058,0.0,0.2190000000000003,0.039000000000000035,0.40000000000000036,0.2709999999999999,-0.0010000000000000009,14.8,0.36644532713322714,7.546200000000001,0.28124611602256444,-0.3096,4.564111207136731,-8.9,0.9989472298986709,-0.034812000000000065
2025-12-12 11:58:26.290811,7.569,-0.473,-8.4,0.751,0.035,7.521,0.456,-9.6,35.7,normal,False,-3.5801369999999997,0.026285000000000003,3.429576,10.014647137150465,0.0,-0.02200000000000024,-0.055999999999999994,0.5,-0.07800000000000029,0.027000000000000024,-2.799999999999997,0.34921895392114366,7.580099999999999,0.28583835758460874,-0.3217,4.504861571433442,-8.64,1.0063821300358995,0.17684599999999984
2025-12-12 11:58:43.570811,7.371,-0.432,-7.9,0.952,0.086,7.331,0.441,-8.8,24.1,normal,False,-3.184272,0.08187199999999999,3.232971,7.700630252100841,0.0,-0.1979999999999995,0.04099999999999998,0.5,-0.1899999999999995,-0.015000000000000013,-11.600000000000001,0.3551666901298288,7.5653999999999995,0.2868694050531627,-0.3245,4.460393604953616,-8.38,1.0054562815441277,0.03317300000000012
2025-12-12 11:59:00.850811,7.655,-0.465,-8.7,0.892,0.081,7.667,0.465,-9.6,42.3,normal,False,-3.559575,0.072252,3.5651550000000003,8.595291479820627,0.0,0.2839999999999998,-0.03300000000000003,-0.7999999999999989,0.3359999999999994,0.02400000000000002,18.199999999999996,0.13129762627963465,7.4788000000000014,0.03531461768478076,-0.4197,1.1777568132306047,-9.64,0.9984348506586671,0.06667200000000006
2025-12-12 11:59:18.130811,7.407,-0.44,-7.8,0.881,0.03,7.374,0.459,-8.8,26.4,normal,False,-3.25908,0.02643,3.384666,8.370034052213393,0.0,-0.24800000000000022,0.025000000000000022,0.8999999999999995,-0.29300000000000015,-0.006000000000000005,-15.899999999999999,0.12645864497490406,7.4843,0.03298215005457089,-0.42560000000000003,1.3064370546558208,-9.430000000000001,1.0044751830756713,-0.09915600000000024
2025-12-12 11:59:18.130811,6.214,-0.549,1.9,0.774,0.07,6.093,0.453,-0.0,19.3,battery_degradation,False,-3.4114860000000005,0.054180000000000006,2.760129,7.872093023255814,0.0,-1.1929999999999996,-0.10900000000000004,9.7,-1.2809999999999997,-0.006000000000000005,-7.099999999999998,0.4228125931058449,7.3646,0.04662486222797647,-0.4429,3.7662241627981268,-8.2,1.0198588544231086,0.7055370000000005
2025-12-12 11:59:35.410811,7.498,-0.475,-7.4,0.861,0.072,7.465,0.482,-8.0,32.6,normal,False,-3.56155,0.06199199999999999,3.59813,8.670150987224158,0.0,1.2839999999999998,0.07400000000000007,-9.3,1.3719999999999999,0.02899999999999997,13.3,0.42244741947634395,7.363600000000001,0.0448336431216064,-0.4505,3.585913799546468,-7.790000000000001,1.0044206296048226,0.025412000000000212
2025-12-12 11:59:52.690811,7.45,-0.462,-6.8,0.743,0.081,7.427,0.492,-6.7,30.0,normal,False,-3.4419000000000004,0.060183,3.6540839999999997,9.995962314939435,0.0,-0.04800000000000004,0.012999999999999956,0.6000000000000005,-0.038000000000000256,0.010000000000000009,-2.6000000000000014,0.4227572983797361,7.377800000000001,0.039502601883364144,-0.4577000000000001,3.432669838802187,-7.390000000000001,1.003096808940353,-0.1520009999999994
2025-12-12 12:00:09.970811,8.422,2.008,-1.4,15.301,1.431,8.309,0.502,-0.6,84.8,normal,True,16.911376,21.895731,4.171118,0.543036402849487,0.7723595069742134,0.9720000000000004,2.47,5.4,0.8819999999999997,0.010000000000000009,54.8,0.5338315277313619,7.4549,0.7822719689042509,-0.21610000000000001,3.6992641911001125,-6.470000000000001,1.0135997111565773,0.8132370000000009
2025-12-12 12:00:27.250811,8.347,2.517,5.2,17.428,1.735,8.234,0.505,5.8,81.8,normal,True,21.009399,30.237580000000005,4.15817,0.47245811338076654,0.6948108611866424,-0.07500000000000107,0.5089999999999999,6.6,-0.07499999999999929,0.0030000000000000027,-3.0,0.6017282886264637,7.5524000000000004,1.1564291590927651,0.08119999999999998,5.058721841203239,-5.0200000000000005,1.0137235851348068,5.070011000000006
2025-12-12 12:00:44.530811,7.991,1.938,11.5,15.299,1.343,7.914,0.52,11.5,62.4,normal,True,15.486557999999999,20.546557,4.11528,0.517288711680502,0.7537300775015492,-0.35599999999999987,-0.579,6.3,-0.3200000000000003,0.015000000000000013,-19.4,0.6176633746989081,7.5924,1.2771868435484814,0.3167,7.0439572211458925,-2.98,1.0097295931261057,0.944719000000001
2025-12-12 12:01:01.810811,8.285,1.157,12.1,17.331,0.824,8.198,0.528,10.5,76.2,normal,True,9.585745000000001,14.280743999999999,4.328544000000001,0.47302521493277944,0.6712356863199845,0.2940000000000005,-0.7809999999999999,0.5999999999999996,0.2840000000000007,0.008000000000000007,13.800000000000004,0.6550194229520554,7.6640000000000015,1.2691923985134974,0.47969999999999996,8.182372652368155,-0.9299999999999999,1.010612344474262,0.36645499999999664
2025-12-12 12:01:19.090811,8.36,0.424,10.7,15.205,0.533,8.358,0.523,9.5,84.1,normal,True,3.54464,8.104265,4.371234,0.5496876027622493,0.4373795772966456,0.07499999999999929,-0.7330000000000001,-1.4000000000000004,0.16000000000000014,-0.0050000000000000044,7.8999999999999915,0.6800497449124985,7.762899999999999,1.2291042854226994,0.5653,8.528651059158708,0.9299999999999999,1.000239291696578,0.1883910000000002
2025-12-12 12:01:36.370811,8.388,1.293,9.5,17.027,0.909,8.304,0.535,8.9,83.9,normal,True,10.845683999999999,15.477543,4.442640000000001,0.48769601221589237,0.7007368029925679,0.02800000000000047,0.869,-1.1999999999999993,-0.05400000000000027,0.01200000000000001,-0.19999999999998863,0.7061308975285269,7.8362,1.190483043885035,0.7411,8.180091007372042,2.75,1.010115606936416,0.18921900000000136
2025-12-12 12:01:53.650811,8.16,0.923,8.8,16.409,0.762,8.146,0.534,9.3,71.8,normal,True,7.531680000000001,12.503658,4.349964000000001,0.4964348832957524,0.6023581259180314,-0.22799999999999976,-0.3699999999999999,-0.6999999999999993,-0.15799999999999947,-0.0010000000000000009,-12.100000000000009,0.6953432805296791,7.911499999999999,1.1159232550274734,0.8774,7.453328861060083,4.409999999999999,1.0017186349128406,0.6220139999999983
2025-12-12 12:02:10.930811,8.025,0.902,10.0,16.979,0.716,7.998,0.548,9.8,63.3,normal,True,7.238550000000001,12.156963999999999,4.382904000000001,0.4710524765887273,0.5954241535962435,-0.1349999999999998,-0.02100000000000002,1.1999999999999993,-0.14800000000000058,0.014000000000000012,-8.5,0.35822469671050244,8.092600000000001,0.997942911972201,1.0225000000000002,7.589144293733728,5.220000000000001,1.0033758439609903,0.5355099999999968
2025-12-12 12:02:10.930811,8.223,2.183,6.5,15.89,1.473,8.241,0.753,6.5,71.6,oscillation_coupled,True,17.950809,23.405970000000003,6.205473,0.518628067967275,0.7669329235233574,0.1980000000000004,1.2809999999999997,-3.5,0.24299999999999944,0.20499999999999996,8.299999999999997,0.2917032167574858,8.165099999999999,0.9043578507550111,1.2883,6.159085429942779,6.609999999999999,0.997815799053513,-0.7503119999999956
2025-12-12 12:02:28.210811,8.363,2.506,10.9,16.153,1.935,8.23,0.568,10.4,82.8,normal,True,20.957677999999998,31.256055,4.67464,0.5095028787222189,0.670515776863075,0.1399999999999988,0.32299999999999995,4.4,-0.010999999999999233,-0.18500000000000005,11.200000000000003,0.15284574649698335,8.2564,0.7377976913309867,1.5851,4.064152228120084,8.379999999999999,1.016160388821385,5.623737000000002
2025-12-12 12:02:45.490811,8.285,2.518,12.2,16.869,1.789,8.154,0.564,12.2,78.9,normal,True,20.861629999999998,30.178641,4.598856,0.48337186555219636,0.6912713531401231,-0.0779999999999994,0.01200000000000001,1.299999999999999,-0.07600000000000051,-0.0040000000000000036,-3.8999999999999915,0.1421165796880157,8.2427,0.7863104348792536,1.6361,2.3358082113050536,9.74,1.016065734608781,4.718155000000001
2025-12-12 12:02:45.490811,6.035,-0.641,4.7,15.097,0.539,5.959,0.564,4.6,14.7,batt_undervoltage,True,-3.8684350000000003,8.137283,3.3608759999999993,0.3947141816254885,0.0,-2.25,-3.159,-7.499999999999999,-2.1950000000000003,0.0,-64.2,0.7079156023142857,8.011500000000002,0.9986913715235334,1.3203,2.4465167983164466,9.69,1.012753817754657,8.644842
2025-12-12 12:03:02.770811,8.354,0.749,12.3,17.281,0.65,8.329,0.575,12.5,82.7,normal,True,6.257146,11.23265,4.789175,0.48197442277645974,0.5570498502134402,2.318999999999999,1.3900000000000001,7.6000000000000005,2.370000000000001,0.01100000000000001,68.0,0.7160081936216451,8.0478,0.9876975695469182,1.2014,2.524128012249445,9.77,1.0030015608116218,0.18632899999999974
2025-12-12 12:03:20.050811,8.135,1.67,12.0,16.913,1.163,8.033,0.567,13.0,68.5,normal,True,13.58545,19.669819,4.554710999999999,0.4749600898716963,0.690674886230524,-0.21899999999999942,0.9209999999999999,-0.3000000000000007,-0.29600000000000115,-0.008000000000000007,-14.200000000000003,0.7120470958206799,8.0328,0.9983996138264926,1.2527000000000001,2.5140494116951158,9.760000000000002,1.0126976223079796,1.5296580000000013
2025-12-12 12:03:37.330811,8.317,0.654,11.3,15.357,0.706,8.265,0.594,11.5,79.3,normal,True,5.439318,10.842042,4.90941,0.5381910529400274,0.5016875972256887,0.18200000000000038,-1.016,-0.6999999999999993,0.2320000000000011,0.027000000000000024,10.799999999999997,0.7099784425522278,8.0285,0.9796611715849064,1.2757,2.5459335768589666,9.82,1.006291591046582,0.4933139999999989
2025-12-12 12:03:54.610811,6.844,1.085,17.5,16.329,0.758,6.703,0.605,15.4,60.1,battery_degradation,True,7.42574,12.377382,4.055315,0.4104966623798151,0.5999443177886891,-1.4729999999999999,0.43099999999999994,6.199999999999999,-1.5620000000000003,0.01100000000000001,-19.199999999999996,0.7868383216674449,7.8741,0.9814595084193066,1.2549,3.508972625839222,10.620000000000001,1.0210353573027002,0.8963270000000003
2025-12-12 12:03:54.610811,8.384,2.527,12.5,17.477,1.916,8.269,0.594,12.6,84.8,normal,True,21.186368,33.485932,4.911786,0.47313612176002745,0.6326945894771573,1.54,1.4420000000000002,-5.0,1.5659999999999998,-0.01100000000000001,24.699999999999996,0.7989766023552307,7.8965000000000005,1.0498764001326804,1.4152999999999998,3.4907655957460912,10.99,1.0139073648566936,7.387777999999996
2025-12-12 12:04:11.890811,8.162,2.514,13.8,16.756,1.943,8.026,0.6,13.1,70.4,normal,True,20.519268,32.556908,4.8156,0.47899259966579133,0.6302584999779464,-0.22199999999999953,-0.013000000000000345,1.3000000000000007,-0.24300000000000033,0.006000000000000005,-14.399999999999991,0.8025911924648934,7.910200000000001,1.0854581470000995,1.5765,3.576792479924516,11.370000000000001,1.0169449289808126,7.22204
2025-12-12 12:04:29.170811,8.2,2.421,15.6,16.912,1.522,8.072,0.612,14.3,72.4,normal,True,19.852199999999996,25.740064,4.940064,0.47729422894985807,0.7712568236038573,0.03799999999999848,-0.09299999999999997,1.799999999999999,0.045999999999999375,0.01200000000000001,2.0,0.8016275735443884,7.907900000000001,1.1027061711988377,1.6003,3.3505555094972457,12.280000000000001,1.0158572844400398,0.9478000000000044
2025-12-12 12:04:46.450811,8.367,2.507,15.0,15.257,1.953,8.258,0.624,13.7,84.8,normal,True,20.976069000000003,29.796921,5.152991999999999,0.5412597496231237,0.7039676683372755,0.1670000000000016,0.0860000000000003,-0.5999999999999996,0.18599999999999994,0.01200000000000001,12.399999999999991,0.8018808514985236,7.9083,1.1027974730958843,1.6004,3.4131933565048755,12.690000000000001,1.0131993218697024,3.6678599999999992
2025-12-12 12:05:03.730811,8.017,2.494,14.7,17.771,1.804,7.892,0.628,13.3,62.6,normal,True,19.994398,32.058884,4.956176,0.444094310956052,0.6236772933206284,-0.3500000000000014,-0.0129999999999999,-0.3000000000000007,-0.36599999999999877,0.0040000000000000036,-22.199999999999996,0.7923135252046499,7.881500000000001,1.1006025622357967,1.598,3.4644864939362656,12.940000000000001,1.0158388241256968,7.108309999999999
2025-12-12 12:05:21.010811,8.332,0.431,13.3,15.809,0.594,8.311,0.632,12.9,81.8,normal,True,3.591092,9.390545999999999,5.252552,0.5257132013410083,0.3824156763621626,0.3150000000000013,-2.063,-1.3999999999999986,0.4189999999999996,0.0040000000000000036,19.199999999999996,0.46135231174835795,8.1112,0.8904295842145213,1.7052,1.9107880863955706,13.8,1.0025267717482855,0.5469019999999993
2025-12-12 12:05:38.290811,7.965,0.681,-5.3,14.983,0.78,5.816,0.816,11.6,58.8,converter_failure,True,5.424165,11.68674,4.745856,0.3881732630314356,0.46412985999517403,-0.3670000000000009,0.25000000000000006,-18.6,-2.495,0.18399999999999994,-23.0,0.4549608163836122,8.0723,0.8987638671469217,1.6984,6.36347214795334,12.04,1.3694979367262723,1.5167190000000002
2025-12-12 12:05:38.290811,8.235,2.075,14.2,15.737,1.51,8.162,0.64,13.3,76.2,normal,True,17.087625,23.76287,5.223680000000001,0.518650314545339,0.7190892766740717,0.2699999999999996,1.3940000000000001,19.5,2.346000000000001,-0.17599999999999993,17.400000000000006,0.45758352000238844,8.0823,0.9064342165258821,1.7389000000000003,6.399861109604046,12.26,1.0089438863023767,1.4515649999999996
2025-12-12 12:05:55.570811,8.014,0.675,14.3,16.186,0.711,7.991,0.63,12.6,62.2,normal,True,5.40945,11.508246,5.03433,0.4936982577536142,0.47004991029910204,-0.22100000000000009,-1.4000000000000001,0.10000000000000142,-0.17100000000000115,-0.010000000000000009,-14.0,0.4502892897287729,8.052,0.9036615639841185,1.741,6.420141916050014,12.559999999999999,1.0028782380177699,1.0644660000000004
2025-12-12 12:06:12.850811,8.199,1.46,15.8,17.72,1.022,8.144,0.648,12.5,73.7,normal,True,11.97054,18.10984,5.277312,0.4595936794582393,0.6609964527571751,0.1850000000000005,0.7849999999999999,1.5,0.15300000000000047,0.018000000000000016,11.5,0.15040186907821584,8.1875,0.8809086533549073,1.7785,6.29610991009529,12.39,1.006753438113949,0.8619879999999984
2025-12-12 12:06:30.130811,8.102,2.017,15.0,15.973,1.434,7.995,0.663,12.5,67.3,normal,True,16.341734,22.905282,5.3006850000000005,0.5005321479997495,0.713448277999808,-0.09699999999999953,0.5569999999999999,-0.8000000000000007,-0.14900000000000002,0.015000000000000013,-6.400000000000006,0.13512631950223747,8.1593,0.8468648390124341,1.7274999999999998,6.350363069235588,12.64,1.013383364602877,1.2628630000000003
2025-12-12 12:06:47.410811,8.056,0.334,15.0,15.572,0.562,8.023,0.659,12.5,65.6,normal,True,2.6907039999999998,8.751464,5.287157,0.5152196249678911,0.3074575865249517,-0.04600000000000115,-1.6829999999999998,0.0,0.02799999999999958,-0.0040000000000000036,-1.7000000000000028,0.13899324523954673,8.1487,0.9007799398299233,1.5095,6.385956815109586,12.760000000000002,1.004113174622959,0.7736030000000005
2025-12-12 12:07:04.690811,8.386,2.498,15.3,15.26,1.821,8.237,0.66,13.7,83.1,normal,True,20.948228,27.78846,5.43642,0.5397771952817825,0.7538463088634635,0.33000000000000007,2.164,0.3000000000000007,0.2140000000000004,0.0010000000000000009,17.5,0.15779455701075595,8.1673,0.9097220332484963,1.5172,6.371821647779482,12.73,1.018089110112905,1.4038120000000003
2025-12-12 12:07:04.690811,7.998,0.234,20.9,14.928,0.509,8.183,0.66,17.3,71.3,progressive_overheat,True,1.8715320000000002,7.598352,5.40078,0.5481645230439443,0.24630762038926338,-0.387999999999999,-2.2640000000000002,5.599999999999998,-0.05400000000000027,0.0,-11.799999999999997,0.14879456381945108,8.1304,0.9188515113988768,1.2899,6.859834789069884,13.319999999999999,0.9773921544665771,0.3260399999999999
2025-12-12 12:07:21.970811,8.198,1.352,15.4,16.879,1.038,8.117,0.682,13.3,72.5,normal,True,11.083696000000002,17.520402,5.535794000000001,0.4808934178565081,0.6326165347119319,0.20000000000000018,1.118,-5.499999999999998,-0.06599999999999895,0.02200000000000002,1.2000000000000028,0.14441164157442665,8.148499999999999,0.8180040817610739,1.1757000000000002,6.879026093859518,13.39,1.0099790563015891,0.9009119999999982
2025-12-12 12:07:39.250811,8.115,0.296,16.1,16.174,0.543,8.113,0.686,14.0,69.2,normal,True,2.40204,8.782482,5.565518,0.5016075182391493,0.2735035494521936,-0.08300000000000018,-1.056,0.7000000000000011,-0.004000000000001336,0.0040000000000000036,-3.299999999999997,0.1292859019554835,8.1268,0.8326428873039016,1.1622,6.93173859864898,13.669999999999998,1.0002465179341797,0.8149240000000004
2025-12-12 12:07:56.530811,8.167,2.428,15.8,16.728,1.589,8.062,0.678,12.9,71.7,normal,True,19.829476,26.580792000000002,5.466036,0.48194643711142987,0.746007718656389,0.0519999999999996,2.132,-0.3000000000000007,-0.051000000000000156,-0.008000000000000007,2.5,0.11632808011061044,8.147,0.9009342619994228,1.3369,1.9030968913268544,15.780000000000001,1.0130240635078145,1.2852800000000029
2025-12-12 12:08:13.810811,8.06,0.851,15.3,15.46,0.857,8.024,0.681,13.4,65.4,normal,True,6.85906,13.249220000000001,5.464344,0.5190168175937904,0.5176953813130132,-0.10699999999999932,-1.577,-0.5,-0.038000000000000256,0.0030000000000000027,-6.299999999999997,0.11477151214477596,8.1295,0.8722023529230155,1.2145,1.8320904878186874,15.889999999999997,1.0044865403788636,0.9258160000000011
2025-12-12 12:08:31.090811,8.316,2.489,16.3,17.913,1.829,8.221,0.692,14.2,80.7,normal,True,20.698524,32.762877,5.688931999999999,0.45894043432144255,0.6317675947689209,0.2560000000000002,1.638,1.0,0.19700000000000095,0.010999999999999899,15.299999999999997,0.12058841845992109,8.1597,0.9339797107003986,1.3959,1.7463931083490487,16.09,1.011555771803917,6.375421000000005
2025-12-12 12:08:48.370811,8.082,1.678,15.9,16.292,1.236,8.012,0.678,14.5,67.3,normal,True,13.561596000000002,20.136912000000002,5.432136000000001,0.4917751043456911,0.6734694972098999,-0.23399999999999999,-0.8109999999999999,-0.40000000000000036,-0.20899999999999963,-0.013999999999999901,-13.400000000000006,0.12201912418414197,8.148,0.9381768430785793,1.4177,1.7448336437737004,16.1,1.008736894658013,1.14318
2025-12-12 12:09:05.650811,8.016,0.616,17.4,16.029,0.691,8.024,0.676,14.4,63.1,normal,True,4.937856,11.076039,5.424224,0.5005926757751574,0.44581424821635246,-0.06600000000000072,-1.0619999999999998,1.4999999999999982,0.011999999999998678,-0.0020000000000000018,-4.199999999999996,0.12848104053819073,8.1394,0.9433312367467869,1.2776,1.7417743188421244,16.34,0.9990029910269194,0.713959
2025-12-12 12:09:22.930811,8.297,0.402,16.9,15.552,0.594,8.271,0.69,14.3,79.0,normal,True,3.3353940000000004,9.237888,5.70699,0.5318287037037037,0.3610559036870766,0.2810000000000006,-0.21399999999999997,-0.5,0.24700000000000166,0.013999999999999901,15.899999999999999,0.13359994178308146,8.1635,0.9359900521788562,1.2844,1.6819631387162364,16.53,1.0031435134808366,0.1955039999999988
2025-12-12 12:09:40.210811,8.14,1.835,17.1,17.029,1.275,8.026,0.703,14.8,69.9,normal,True,14.936900000000001,21.711975,5.642277999999999,0.47131364143519877,0.6879567611882383,-0.15700000000000003,1.4329999999999998,0.20000000000000284,-0.245000000000001,0.013000000000000012,-9.099999999999994,0.1083384101374467,8.138900000000001,0.8609474690388749,1.2181000000000002,1.631257183892282,16.71,1.014203837528034,1.1327969999999983
2025-12-12 12:09:57.490811,8.217,1.498,17.3,17.662,1.093,8.147,0.694,15.5,74.4,normal,True,12.309066000000001,19.304565999999998,5.654018,0.461272789038614,0.6376245909905461,0.07699999999999996,-0.33699999999999997,0.1999999999999993,0.12100000000000044,-0.009000000000000008,4.5,0.09836756466323714,8.1608,0.7903020871090303,1.3445,0.777817459305311,16.35,1.008592119798699,1.3414819999999965
2025-12-12 12:10:14.770811,8.045,2.484,17.5,17.692,1.678,7.946,0.708,16.1,65.2,normal,True,19.98378,29.687176,5.625768,0.4491295500791318,0.67314519912571,-0.1720000000000006,0.986,0.1999999999999993,-0.2010000000000005,0.014000000000000012,-9.200000000000003,0.10369319060466906,8.1455,0.8686808709506364,1.4577,0.7763160868272934,16.56,1.0124590989176945,4.077628000000002
2025-12-12 12:10:32.050811,8.248,2.428,18.0,17.148,1.561,8.114,0.711,16.2,76.6,normal,True,20.026144,26.768027999999997,5.769054000000001,0.473174714252391,0.7481366950154117,0.2029999999999994,-0.05600000000000005,0.5,0.16800000000000104,0.0030000000000000027,11.399999999999991,0.10779486691550634,8.1588,0.8116410605132741,1.6709,0.877179824462821,16.75,1.0165146660093662,0.9728299999999983
2025-12-12 12:10:49.330811,8.199,1.754,18.0,15.475,1.382,8.12,0.702,16.8,73.4,normal,True,14.381046,21.386449999999996,5.700239999999999,0.5247172859450726,0.6724372675221929,-0.04899999999999949,-0.6739999999999999,0.0,0.005999999999998451,-0.009000000000000008,-3.1999999999999886,0.10853775584764423,8.162,0.7686299861152677,1.6035,0.888256719648204,16.97,1.009729064039409,1.3051639999999978
2025-12-12 12:11:06.610811,8.398,2.48,18.8,17.21,1.918,8.225,0.712,16.5,83.3,normal,True,20.82704,33.00878,5.856199999999999,0.47791981406159206,0.630954552091898,0.19899999999999984,0.726,0.8000000000000007,0.10500000000000043,0.010000000000000009,9.899999999999991,0.12467361834449767,8.1958,0.7640360957150893,1.7664000000000002,0.8456424250895366,17.32,1.021033434650456,6.325540000000002
2025-12-12 12:11:23.890811,8.146,0.269,18.7,17.425,0.526,8.108,0.688,15.5,69.3,normal,True,2.1912740000000004,9.165550000000001,5.578304,0.4653084648493544,0.2390771966766861,-0.2519999999999989,-2.211,-0.10000000000000142,-0.1169999999999991,-0.02400000000000002,-14.0,0.11786696832539871,8.178799999999999,0.8485920627067458,1.5444,0.8643558937794793,17.56,1.0046867291563888,1.3959720000000013
2025-12-12 12:11:41.170811,8.166,1.523,19.5,15.575,1.265,8.088,0.691,15.6,71.4,normal,True,12.436818,19.702374999999996,5.588807999999999,0.5192937399678973,0.6312344577747608,0.019999999999999574,1.254,0.8000000000000007,-0.02000000000000135,0.0030000000000000027,2.1000000000000085,0.11309858040173293,8.1872,0.8472952325554014,1.5288999999999997,0.8456424250895518,17.919999999999998,1.0096439169139468,1.6767489999999965
